127.0.0.1 - - [25/Oct/2019:04:21:54 -0400] "GET /juddiv3 HTTP/1.1" 302 -
127.0.0.1 - uddiadmin [25/Oct/2019:04:26:46 -0400] "GET /juddi-gui/js/bootstrap-timepicker.min.js HTTP/1.1" 304 -
127.0.0.1 - uddiadmin [25/Oct/2019:04:26:46 -0400] "GET /juddi-gui/js/bootstrap-datetimepicker.min.js HTTP/1.1" 304 -
127.0.0.1 - uddiadmin [25/Oct/2019:04:26:46 -0400] "GET /juddi-gui/js/bootstrap-modalmanager.js HTTP/1.1" 304 -
127.0.0.1 - uddiadmin [25/Oct/2019:04:26:46 -0400] "GET /juddi-gui/js/bootstrap-modal.js HTTP/1.1" 304 -
127.0.0.1 - uddiadmin [25/Oct/2019:04:26:46 -0400] "GET /juddi-gui/js/jquery.jeditable.js HTTP/1.1" 304 -
127.0.0.1 - uddiadmin [25/Oct/2019:04:26:46 -0400] "GET /juddi-gui/js/jquery-ui-1.10.2.custom.min.js HTTP/1.1" 304 -
127.0.0.1 - uddiadmin [25/Oct/2019:04:26:46 -0400] "GET /juddi-gui/js/main.js HTTP/1.1" 304 -
127.0.0.1 - uddiadmin [25/Oct/2019:04:26:46 -0400] "GET /juddi-gui/css/bootstrap-responsive.min.css HTTP/1.1" 304 -
127.0.0.1 - uddiadmin [25/Oct/2019:04:26:46 -0400] "GET /juddi-gui/js/bootstrap.min.js HTTP/1.1" 304 -
127.0.0.1 - uddiadmin [25/Oct/2019:04:26:46 -0400] "GET /juddi-gui/js/i18n.js.jsp HTTP/1.1" 200 3080
127.0.0.1 - uddiadmin [25/Oct/2019:04:26:47 -0400] "GET /juddi-gui/favicon.ico HTTP/1.1" 304 -
127.0.0.1 - uddiadmin [25/Oct/2019:04:27:19 -0400] "GET /juddi-gui/settings.jsp HTTP/1.1" 200 55209
127.0.0.1 - uddiadmin [25/Oct/2019:04:27:19 -0400] "GET /juddi-gui/css/bootstrap-timepicker.min.css HTTP/1.1" 200 2419
127.0.0.1 - uddiadmin [25/Oct/2019:04:27:19 -0400] "GET /juddi-gui/css/bootstrap-modal.css HTTP/1.1" 200 4443
127.0.0.1 - uddiadmin [25/Oct/2019:04:27:19 -0400] "GET /juddi-gui/css/bootstrap-datetimepicker.min.css HTTP/1.1" 200 6178
127.0.0.1 - uddiadmin [25/Oct/2019:04:27:19 -0400] "GET /juddi-gui/js/jquery-1.9.1.js HTTP/1.1" 200 277978
127.0.0.1 - uddiadmin [25/Oct/2019:04:27:19 -0400] "GET /juddi-gui/css/font-awesome.min.css HTTP/1.1" 200 15757
127.0.0.1 - uddiadmin [25/Oct/2019:04:27:19 -0400] "GET /juddi-gui/css/bootstrap-responsive.min.css HTTP/1.1" 200 16858
127.0.0.1 - uddiadmin [25/Oct/2019:04:27:19 -0400] "GET /juddi-gui/js/i18n.js.jsp HTTP/1.1" 200 3080
127.0.0.1 - uddiadmin [25/Oct/2019:04:27:19 -0400] "GET /juddi-gui/js/bootstrap-datetimepicker.min.js HTTP/1.1" 200 29061
127.0.0.1 - uddiadmin [25/Oct/2019:04:27:19 -0400] "GET /juddi-gui/js/bootstrap.min.js HTTP/1.1" 200 28423
127.0.0.1 - uddiadmin [25/Oct/2019:04:27:19 -0400] "GET /juddi-gui/js/bootstrap-timepicker.min.js HTTP/1.1" 200 14284
127.0.0.1 - uddiadmin [25/Oct/2019:04:27:19 -0400] "GET /juddi-gui/js/bootstrap-modalmanager.js HTTP/1.1" 200 11060
127.0.0.1 - uddiadmin [25/Oct/2019:04:27:19 -0400] "GET /juddi-gui/js/bootstrap-modal.js HTTP/1.1" 200 9618
127.0.0.1 - uddiadmin [25/Oct/2019:04:27:19 -0400] "GET /juddi-gui/css/bootstrap.min.css HTTP/1.1" 200 105948
127.0.0.1 - uddiadmin [25/Oct/2019:04:27:19 -0400] "GET /juddi-gui/js/jquery.jeditable.js HTTP/1.1" 200 24938
127.0.0.1 - uddiadmin [25/Oct/2019:04:27:19 -0400] "GET /juddi-gui/css/ui-lightness/jquery-ui-1.10.2.custom.min.css HTTP/1.1" 200 16785
127.0.0.1 - uddiadmin [25/Oct/2019:04:27:19 -0400] "GET /juddi-gui/js/main.js HTTP/1.1" 200 4299
127.0.0.1 - uddiadmin [25/Oct/2019:04:27:19 -0400] "GET /juddi-gui/js/jquery-ui-1.10.2.custom.min.js HTTP/1.1" 200 30589
127.0.0.1 - - [25/Oct/2019:05:48:53 -0400] "GET /juddi-gui/serviceBrowse.jsp HTTP/1.1" 200 21961
127.0.0.1 - - [25/Oct/2019:05:48:53 -0400] "GET /juddi-gui/css/bootstrap-datetimepicker.min.css HTTP/1.1" 200 6178
127.0.0.1 - - [25/Oct/2019:05:48:53 -0400] "GET /juddi-gui/css/bootstrap-timepicker.min.css HTTP/1.1" 200 2419
127.0.0.1 - - [25/Oct/2019:05:48:53 -0400] "GET /juddi-gui/css/bootstrap.min.css HTTP/1.1" 200 105948
127.0.0.1 - - [25/Oct/2019:05:48:53 -0400] "GET /juddi-gui/css/bootstrap-modal.css HTTP/1.1" 200 4443
127.0.0.1 - - [25/Oct/2019:05:48:53 -0400] "GET /juddi-gui/css/bootstrap-responsive.min.css HTTP/1.1" 200 16858
127.0.0.1 - - [25/Oct/2019:05:48:53 -0400] "GET /juddi-gui/css/font-awesome.min.css HTTP/1.1" 200 15757
127.0.0.1 - - [25/Oct/2019:05:48:53 -0400] "GET /juddi-gui/css/ui-lightness/jquery-ui-1.10.2.custom.min.css HTTP/1.1" 200 16785
127.0.0.1 - - [25/Oct/2019:05:48:53 -0400] "GET /juddi-gui/js/serviceBrowse.js HTTP/1.1" 304 -
127.0.0.1 - - [25/Oct/2019:05:48:53 -0400] "GET /juddi-gui/js/i18n.js.jsp HTTP/1.1" 200 3080
127.0.0.1 - - [25/Oct/2019:05:48:53 -0400] "GET /juddi-gui/img/bigrollergreen.gif HTTP/1.1" 304 -
127.0.0.1 - - [25/Oct/2019:05:48:53 -0400] "GET /juddi-gui/favicon.ico HTTP/1.1" 200 766
127.0.0.1 - - [25/Oct/2019:05:48:56 -0400] "POST /juddiv3/services/inquiry HTTP/1.1" 200 3612
127.0.0.1 - - [25/Oct/2019:05:48:56 -0400] "GET /juddi-gui/ajax/servicesearch.jsp?keyword=%25&offset=%5Bobject%20HTMLSpanElement%5D&maxrecords=20&lang=&_=1571996933642 HTTP/1.1" 200 6294
127.0.0.1 - - [25/Oct/2019:05:49:06 -0400] "POST /juddiv3/services/inquiry HTTP/1.1" 200 2663
127.0.0.1 - - [25/Oct/2019:05:49:06 -0400] "GET /juddi-gui/serviceEditor.jsp?id=uddi:localhost:service_memoservice HTTP/1.1" 200 45496
127.0.0.1 - - [25/Oct/2019:05:49:06 -0400] "GET /juddi-gui/js/i18n.js.jsp HTTP/1.1" 200 3080
127.0.0.1 - - [25/Oct/2019:05:49:06 -0400] "GET /juddi-gui/js/businessEditor.js HTTP/1.1" 200 24481
127.0.0.1 - - [25/Oct/2019:05:49:06 -0400] "GET /juddi-gui/js/serviceEditor.js HTTP/1.1" 200 11437
127.0.0.1 - - [25/Oct/2019:05:49:06 -0400] "GET /juddi-gui/js/tmodelsearch.js HTTP/1.1" 304 -
127.0.0.1 - - [25/Oct/2019:05:49:06 -0400] "GET /juddi-gui/js/tmodelChooser.js HTTP/1.1" 304 -
127.0.0.1 - - [25/Oct/2019:05:49:06 -0400] "POST /juddiv3/services/inquiry HTTP/1.1" 200 918
127.0.0.1 - - [25/Oct/2019:05:49:06 -0400] "GET /juddi-gui/ajax/opInfo.jsp?id=uddi:localhost:service_memoservice HTTP/1.1" 200 430
127.0.0.1 - - [25/Oct/2019:05:49:06 -0400] "POST /juddiv3/services/inquiry HTTP/1.1" 200 3033
127.0.0.1 - - [25/Oct/2019:05:49:06 -0400] "GET /juddi-gui/ajax/tmodelsearch.jsp?keyword=%25&offset=0&maxrecords=10&lang=&chooser=undefined&_=1571996946415 HTTP/1.1" 200 2404
127.0.0.1 - - [25/Oct/2019:05:49:12 -0400] "POST /juddiv3/services/inquiry HTTP/1.1" 200 2663
127.0.0.1 - - [25/Oct/2019:05:49:12 -0400] "GET /juddi-gui/ajax/toXML.jsp?id=uddi%3Alocalhost%3Aservice_memoservice&type=service HTTP/1.1" 200 2541
